content,is_spam
▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,1
look at my channel i make minecraft pe lets play ﻿,1
"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿",0
this song is better then monster by eminem﻿,0
"It makes me happy instantly, and makes me forgot everything bad happening!﻿",0
"This is so cool,why haven&#39;t I heard this before?﻿",0
CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere,1
Shakira is the best dancer,0
 I hate this song! ﻿,0
"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-﻿",1
Party rock due and duel﻿,0
https://www.facebook.com/tofikmiedzynB/photos/a.1496273723978022.1073741828.1496241863981208/1498561870415874/?type=1&amp;theater ﻿,1
Who df is Lauren Bennett..﻿,0
like me﻿,0
Hi. Check out and share our songs.,1
This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,0
"Hey, it&#39;s Charlie from Lost﻿",0
Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿,1
if eminem gets 1 penny per view he would have 600 million dollars,1
Was that Meghan fox??﻿,0
"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0
Check out this video on YouTube:﻿,1
subscribe﻿,1
This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿,0
Check out this playlist on YouTube:﻿,1
Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,1
"do you guys know, there&#39;s a part two of this song! :D﻿",0
I hav absolutely no idea what he's saying. Is it even a language?﻿,0
"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",1
Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,1
Check out this playlist on YouTube:﻿,1
Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,1
********OMG Facebook is OLD! Check out  -----------------&gt; swagFriends com Make thousands of cool new friends everyday! Join the movement!,1
"<a href=""http://www.gofundme.com/Helpmypitbull"">http://www.gofundme.com/Helpmypitbull</a> Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!﻿",1
❤️❤️❤️﻿,0
adam b beats check out my page 2013,1
like this comment if your watching in 2015 or 2016﻿,1
Fire..﻿,0
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",1
Hello from Russia comes to the channel subscribe﻿,1
Meet The Richest Online Marketer  NOW CLICK : bit.ly/make-money-without-adroid,1
she is sooooo beautiful!,0
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar",1
00 : 39 Im pretty sure that tiger just wanted a hug﻿,0
the most viewed youtube video of all time?﻿,0
If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,1
i like this song because of all the animals and i like this song .﻿,0
Love this song﻿,0
I really ask nicely to view my vids:) I subscribe back..,1
Subscribe me and i subscribe you back!!﻿,1
subscribe to my channel yo - DJ Feelz﻿,1
Check out this video on YouTube:﻿,1
Check out pivot animations in my channel﻿,1
"I ****in love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0
this ****ing song like a&#39;n oreo the only white part is the good 1﻿,0
Please look at my channel﻿,1
"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1
" Something to dance to, even if your sad JUST dance!!   PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿",0
Watch my videos xx﻿,1
"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0
Love it!!!!!!!!!!!!!!!!💜﻿,0
"Man she is hot in this one, male companions visit my profile to check out  the coolest sextoy ever made!﻿",1
Nice song .See my new track.﻿,1
OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,0
Love song﻿,0
GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,0
Go to my channel if u want to see a fly getting burned alive﻿,1
"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1
"Hey, hit this shit up while yall can, they killed the versace remix. Just type in CGE &quot;Versace Freestyle (Get Money)&quot; Shot by Ja-Wan Gardner and help them reach 1 million views.",1
Check out this video on YouTube:<br /><br />Eminem is amazing. ﻿,1
this song always gives me chills! :),0
"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",1
Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0
Love your songs<br />Supper cool<br />﻿,0
please like :D https://premium.easypromosapp.com/voteme/19924/616375350﻿,1
I'm only checking the views﻿,0
not 2 million view anymore :))﻿,0
Check out this video on YouTube:﻿,1
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:hbbhhhgh﻿,1
Free my apps get 1m crdits ! Just click on the link and download a app and  done!! · Link: https://m.freemyapps.com/share/url/5af506e1﻿,1
I found out this song now﻿,0
Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,0
"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",1
"I make guitar covers, please have a look at my channel﻿",1
PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
3m subscribers but look at the views its 700 million wtf :P﻿,1
You are the music hero😍😎﻿,0
Hi guys i sell Jack Daniel's Hard Back Cover Case for iPhone 5 5S 5C 4S 4   6'' Old Time with only 3 Dollars on Ebay:  http://www.ebay.com/itm/251638183951?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
Omg! This guy sounds like an american professor green﻿,0
We need to get this to 1 Billion Views!!﻿,0
I love it and my mom to﻿,0
i totally love this song. absolutely fantastic! i love ya shakira!﻿,0
Check out this video on YouTube:      <br />﻿,1
Never gets old best song ever  ❤﻿,0
I like This Comment and do not kill :P﻿,1
ayyy can u guys please check out my rap video im 16 n im juss tryna get some love please chrck it out an thank u,1
Check out this playlist on YouTube:﻿,1
Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,1
everyone please come check our newest song in memories of Martin Luther  King Jr.﻿,1
http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
"O peoples of the earth, I have seen how you perform every form of evil at your leisure! You cease not from reveling in that which I hate! Behold, you murder the innocent day and night and plot evil against your neighbor! You stand up for the rights of those who commit abomination and clap your hands as wickedness is celebrated openly in the streets!... O MOST PERVERSE AND ABOMINABLE GENERATION, SHALL I NOT REPAY?!  Hear the Word of The Lord - TrumpetCallOfGodOnline.  co m",1
Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,1
Love itt and ppl check out my channel!!!,1
Maybe the best music video in the last 15 years? This is how pop music is  done folks!﻿,0
Check out this video on YouTube:﻿,1
Hey check out my channel!!!! Please,1
&lt;3﻿,0
" Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it ",1
Check out this video on YouTube:﻿,1
I made a gaming channel (Unique right?) :L Angry Minecraft!﻿,1
Can anyone sub to my channel? :D﻿,1
How stupid humanity is﻿,0
OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,0
Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,1
PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿,1
Wow...5 years<br />﻿,0
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1
http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!   Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!,1
Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿,1
http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿,1
i think about 100 millions of the views come from people who only wanted to  check the views﻿,0
looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt﻿,0
"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",1
Good times ...﻿,0
(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1
Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0
Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1
"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1
"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",1
Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions﻿,0
What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0
"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",0
2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name﻿,0
Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1
She&#39;s so pretty,0
I lovet﻿,0
❤❤❤❤❤❤❤﻿,0
Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwin﻿,1
Why so many disliked??????!!!!!!😯﻿,0
COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !,1
Best song ever!!!!﻿,0
follower please https://www.facebook.com/lists/161620527267482﻿,1
best song ever (y)﻿,0
share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1
Subscribe To Mê Please Guys,1
I heard this when I was only 6 years old and I still love it﻿,0
Is that girl is Megan fox ﻿,0
"Subscribe to me for free Android games, apps.. ﻿",1
"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿",0
Roar is without a doubt your best song...feel good song with a message for  everyone. Good job Katy﻿,0
EMINEM the best EVER.﻿,0
2 billion for this shit?﻿,0
LOVE THIS SONG!!!﻿,0
Katy perry is and inspirational singer her voice is awesome and I loved her  so much . She achieved music history and I couldn't believe that . Guys if  you could take 1min to go to my channel and watch my first video I would be  greatly thankful for this :) ty guys N katy is still awesome xoxo﻿,1
http://hackfbaccountlive.com/?ref=4604617﻿,1
why does the world not shuffle???﻿,0
still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0
"https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.﻿",1
Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks,1
NOKIA spotted﻿,0
Rihanna looks so beautiful with red hair ;)﻿,0
"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.﻿",0
I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,1
There are beautiful songs please subscribe﻿,1
do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,1
Please help me go here http://www.gofundme.com/littlebrother﻿,1
Shakira u are so wiredo,0
Can i get views and subscribers for no reason? 😅﻿,1
5 years... ﻿,0
What&#39;s with the guys jacket? 1 sleeve and a sleeveless arm﻿,0
"PLEASE CHECK OUT THIS VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U :)",1
sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿,0
Fantastic!!!﻿,0
Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,0
Hey Guys this is Glamour Beauty! I just started my youtube channel please  go check it out! I'm going to post singing videos and also random videos  that I fell like! Please go to subscribe! More to come soon!. Remember to  subscribe!﻿,1
man check out the raps on my channel im better rapper than these nigger fools﻿,1
"1,000,000 VIEWS NEAR﻿",0
Check out this playlist on YouTube:<br /><br />﻿,1
"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0
Nice﻿,0
If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as ****!!! Just as eminem used to be.﻿,0
e.e....everyone could check out my channel.. dundundunnn,1
Check out this video on YouTube:﻿,1
Check out this video on YouTube:<br />&quot;This Time for Africa&quot;. One for Trayvon!  And Our MOTHERland<br />Thank-you Shakira﻿,1
"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",1
Check out my channel im 15 year old rapper!,1
follow me on twitter: freyacumqueen﻿,1
Oppa! Yeah! Best Song!﻿,0
"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",1
I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life,1
tryna work with some rappers check out the ones i already have on my channel,1
"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1
one of the BEST SONGS in music history﻿,0
Like this comment for no reason﻿,1
like this comment if ur watching this on 2015 ﻿,1
:) I&#39;ll subscribe to you. You look Nice :),1
Wow 23 min ago﻿,0
And somehow she has access to makeup in the middle of the woods...﻿,0
check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,1
Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0
Almost to a billion :)﻿,0
I love You Katy ♥﻿,0
PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D﻿,0
"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
http://www.bubblews.com/news/6401116-vps-solutions﻿,1
wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,0
Just gonna stand there and hear me cry ..﻿,0
Very Nice !!!<br />Yeah ****ing.﻿,0
Check out this video on YouTube:﻿,1
Check out our Channel for nice Beats!!﻿,1
5 years soon!﻿,0
Do not like this comment if you are not watching in 2004﻿,1
:D﻿,0
"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",1
SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
I miss when people dressed like this.﻿,0
*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,1
Check me out! I'm kyle. I rap so yeah ﻿,1
VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,1
Like eminen﻿,0
adf.ly /KlD3Y,1
1 753 682 421 GANGNAM STYLE ^^,1
GREAT!!!﻿,0
Eminem best rapper all the time﻿,0
Subscribe to my channel ﻿,1
Can this channel get 500+ subscribers? You can make that happen :D﻿,1
Fantastic!﻿,0
http://shhort.com/a?r=G8iX5cTKd﻿,1
Love this video and the song of course﻿,0
"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",0
Waka waka ﻿,0
He gets more views but has less subscribers lol,1
"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader﻿",1
subscribe to me :) ﻿,1
"Nice to meet You - this is Johnny: 1. If You already know my music - thumb this up, because You found it this way, too. 2. If You want to hear original songs completely made by 1 person, continue reading:  I sing, write original music+lyrics &amp; play guitar, bass, drums &amp; keyboards. I&#39;m a 1-man-band. My music is completely independent &amp; 100% listener-supported. If You want to hear it &amp; if You&#39;re willing to help record new album - click on my name/picture.  Enjoy the music - wish You awesome day!",1
Check out this video on YouTube:﻿,1
"Need money ? check my channel and subscribe,soon will post how to get it )﻿",1
2015 LIKEEE﻿,0
https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,1
Best for partying ﻿,0
Check out Berzerk video on my channel ! :D,1
PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,1
God she is so hot,0
please subscribe to my page. thanks.,1
http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿,1
good party﻿,0
Check out this video on YouTube:﻿,1
wierd but funny﻿,0
Check out this video on YouTube:﻿,1
"Subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿",1
"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",1
eminem - RIHANNA﻿,0
Love this song﻿,0
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor.",1
Check Out Daneja Good Girl,1
Party in da 🏠 tonight 👐👐👐👐👐👐﻿,0
It is a shit﻿,0
https://www.tsu.co/Aseris get money here !﻿,1
http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,1
Check out our cover of this song!,1
Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,1
FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,1
SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,1
share your thoughts﻿,1
Take a look at this video on YouTube:﻿,1
"Hey youtubers... I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the music world. I dont have any money to advertise my channel, If you could just visit my channel, comment on my video or subscribe, that would be great.... It will only be few seconds of your life..... Thank u to all the people who just gave me a chance l really appreciate it  ",1
Check out my channel to see Rihanna short mix by me :),1
"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",1
if u love rihanna subscribe me,1
"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",1
Check out this video on YouTube:﻿,1
Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE﻿,1
"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿",1
Who else would give Katy perry a good old mighty roar? ;)﻿,0
Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe,1
"I like so much this music,  good ﻿",0
This has had over 2 billion views.  Holy shit.﻿,0
Hay dakota u earned a subscribee,1
Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. ﻿,1
Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿,0
